timestamp,mallcode,type,volume,male,female,weight-child,child,weight-student,student,adult,total
2014-06-16T22:31:32.143,JEM,2,14,3,11,39,5,57,8,1,14
2014-06-16T22:29:49.609,JEM,1,8,8,0,24,2,39,3,3,8
2014-06-16T22:28:23.878,JCUBE,0,10,4,6,19,2,30,3,5,10
2014-06-16T22:23:57.969,JCUBE,0,10,2,8,39,4,3,0,6,10
2014-06-16T22:23:11.295,WESTGATE,0,20,9,11,36,7,3,1,12,20
2014-06-16T22:21:55.568,IMM,1,11,0,11,15,2,33,3,5,11
2014-06-16T22:15:57.117,WESTGATE,2,17,14,3,25,4,32,5,7,17
2014-06-16T22:11:35.768,JEM,0,5,0,5,23,1,36,2,2,5
2014-06-16T22:09:57.872,JEM,2,5,0,5,39,2,52,3,0,5
2014-06-16T22:08:22.678,WESTGATE,1,41,17,24,0,0,11,5,37,41
2014-06-16T22:01:42.86,IMM,2,174,60,114,16,28,54,94,52,174
2014-06-16T21:59:41.315,WESTGATE,2,12,1,11,22,3,17,2,8,12
2014-06-16T21:58:00.881,JEM,0,19,7,12,36,7,59,11,1,19
2014-06-16T21:53:48.731,JEM,2,9,2,7,5,0,1,0,9,9
2014-06-16T21:53:22.744,JEM,0,15,4,11,28,4,40,6,5,15
2014-06-16T21:51:33.341,JCUBE,2,11,7,4,21,2,37,4,5,11
2014-06-16T21:44:51.35,WESTGATE,1,5,2,3,0,0,29,2,4,5
2014-06-16T21:40:24.529,WESTGATE,1,5,0,5,21,1,56,3,1,5
2014-06-16T21:37:31.715,JEM,1,5,2,3,31,2,22,1,2,5
2014-06-16T21:36:36.801,JCUBE,1,5,0,5,14,1,24,1,3,5
2014-06-16T21:34:39.987,JEM,2,8,5,3,29,2,18,1,4,8
2014-06-16T21:30:29.947,WESTGATE,2,5,0,5,11,1,13,1,4,5
2014-06-16T21:29:14.669,JEM,1,22,17,5,7,2,22,5,16,22
2014-06-16T21:28:18.734,WESTGATE,2,17,5,12,23,4,24,4,9,17
2014-06-16T21:26:54.173,JCUBE,2,5,0,5,32,2,8,0,3,5
2014-06-16T21:22:09.351,WESTGATE,2,78,70,8,6,5,30,23,50,78
2014-06-16T21:20:39.004,WESTGATE,0,12,11,1,13,2,14,2,9,12
2014-06-16T21:19:00.958,IMM,2,5,1,4,15,1,18,1,3,5
2014-06-16T21:16:42.427,JEM,1,5,1,4,19,1,1,0,4,5
2014-06-16T21:14:39.374,WESTGATE,2,5,4,1,0,0,38,2,3,5
2014-06-16T21:08:02.766,JCUBE,0,30,26,4,28,8,42,13,9,30
2014-06-16T21:06:15.297,IMM,1,11,6,5,19,2,19,2,7,11
2014-06-16T21:04:38.35,JCUBE,0,20,10,10,35,7,45,9,4,20
2014-06-16T21:02:56.785,WESTGATE,0,19,11,8,8,1,59,11,6,19
2014-06-16T21:00:57.846,JEM,0,7,0,7,23,2,23,2,4,7
2014-06-16T20:57:57.231,JCUBE,2,9,0,9,25,2,15,1,6,9
2014-06-16T20:50:31.511,JEM,0,5,2,3,27,1,16,1,3,5
2014-06-16T20:49:06.954,JEM,0,5,2,3,25,1,57,3,1,5
2014-06-16T20:46:57.403,JCUBE,1,7,4,3,17,1,24,2,4,7
2014-06-16T20:43:11.515,JEM,0,5,4,1,20,1,58,3,1,5
2014-06-16T20:41:45.021,IMM,1,5,3,2,7,0,41,2,3,5
2014-06-16T20:40:00.507,JCUBE,2,6,6,0,18,1,8,1,5,6
2014-06-16T20:31:14.56,WESTGATE,0,16,14,2,38,6,40,6,3,16
2014-06-16T20:26:09.993,IMM,0,23,19,4,34,8,19,4,11,23
2014-06-16T20:20:18.566,IMM,2,13,11,2,30,4,35,4,4,13
2014-06-16T20:17:24.706,IMM,2,9,7,2,10,1,13,1,7,9
2014-06-16T20:16:23.77,JEM,1,5,4,1,14,1,36,2,3,5
2014-06-16T20:13:27.47,IMM,1,15,14,1,5,1,56,9,6,15
2014-06-16T20:12:07.839,JCUBE,1,6,6,0,4,0,17,1,5,6
2014-06-16T20:09:59.657,JEM,0,5,0,5,37,2,16,1,2,5
2014-06-16T20:07:54.851,WESTGATE,2,8,6,2,13,1,15,1,5,8
2014-06-16T20:06:08.349,WESTGATE,0,5,1,4,25,1,19,1,3,5
2014-06-16T20:04:40.165,IMM,1,14,1,13,18,3,38,6,6,14
2014-06-16T20:00:44.473,IMM,0,6,0,6,36,2,25,1,2,6
2014-06-16T19:53:25.894,IMM,0,5,3,2,21,1,49,2,2,5
2014-06-16T19:47:32.377,IMM,0,6,5,1,27,2,18,1,3,6
2014-06-16T19:44:48.63,IMM,1,6,0,6,34,2,12,1,3,6
2014-06-16T19:43:04.584,IMM,2,41,16,25,38,15,36,15,11,41
2014-06-16T19:40:44.72,IMM,0,5,4,1,9,0,52,3,2,5
2014-06-16T19:39:38.573,IMM,0,5,2,3,32,2,59,3,0,5
2014-06-16T19:34:39.61,JEM,1,5,1,4,24,1,21,1,3,5
2014-06-16T19:29:58.52,IMM,2,148,101,47,31,46,3,4,98,148
2014-06-16T19:22:17.192,IMM,1,5,5,0,23,1,13,1,3,5
2014-06-16T19:20:52.184,JCUBE,0,5,0,5,28,1,36,2,2,5
2014-06-16T19:18:21.246,WESTGATE,1,23,14,9,6,1,13,3,19,23
2014-06-16T19:17:00.053,JCUBE,1,6,5,1,21,1,13,1,4,6
2014-06-16T19:15:12.945,WESTGATE,0,5,1,4,4,0,39,2,3,5
2014-06-16T19:13:49.151,WESTGATE,0,5,1,4,14,1,38,2,2,5
2014-06-16T19:11:20.779,WESTGATE,1,5,4,1,14,1,41,2,2,5
2014-06-16T19:10:09.79,JEM,1,5,3,2,33,2,44,2,1,5
2014-06-16T19:07:41.282,JEM,2,15,10,5,11,2,26,4,9,15
2014-06-16T19:04:33.096,IMM,2,5,2,3,11,1,57,3,2,5
2014-06-16T18:53:34.749,JCUBE,1,20,2,18,21,4,13,3,13,20
2014-06-16T18:52:57.374,IMM,0,43,20,23,32,14,22,10,20,43
2014-06-16T18:47:53.875,JCUBE,2,17,0,17,11,2,24,4,11,17
2014-06-16T18:43:44.504,IMM,0,13,4,9,12,2,13,2,10,13
2014-06-16T18:42:19.806,JEM,1,16,12,4,26,4,3,0,12,16
2014-06-16T18:40:09.345,JEM,1,5,1,4,21,1,40,2,2,5
2014-06-16T18:38:23.098,JCUBE,1,58,31,27,36,21,17,10,27,58
2014-06-16T18:38:19.946,IMM,1,5,1,4,16,1,51,3,2,5
2014-06-16T18:35:45.814,WESTGATE,0,9,6,3,4,0,33,3,5,9
2014-06-16T18:33:21.669,JEM,2,8,5,3,2,0,20,2,6,8
2014-06-16T18:28:05.71,JEM,1,46,23,23,1,0,37,17,28,46
2014-06-16T18:26:29.418,IMM,1,8,6,2,15,1,54,4,2,8
2014-06-16T18:24:56.204,IMM,1,7,0,7,32,2,49,4,1,7
2014-06-16T18:20:40.224,JCUBE,0,10,1,9,28,3,20,2,5,10
2014-06-16T18:17:38.019,JCUBE,0,5,1,4,13,1,13,1,4,5
2014-06-16T18:13:35.528,WESTGATE,0,5,3,2,36,2,38,2,1,5
2014-06-16T18:09:29.66,WESTGATE,1,9,2,7,15,1,45,4,3,9
2014-06-16T18:02:06.425,JEM,2,5,5,0,6,0,14,1,4,5
2014-06-16T17:59:09.79,IMM,0,27,1,26,28,7,1,0,19,27
2014-06-16T17:58:46.601,JCUBE,2,14,7,7,22,3,36,5,6,14
2014-06-16T17:55:53.43,JCUBE,0,5,3,2,22,1,50,3,1,5
2014-06-16T17:54:53.634,WESTGATE,1,57,34,23,29,17,6,3,37,57
2014-06-16T17:52:31.46,WESTGATE,2,9,8,1,33,3,27,2,3,9
2014-06-16T17:43:20.933,WESTGATE,0,9,3,6,40,3,26,2,3,9
2014-06-16T17:41:42.301,JCUBE,1,24,10,14,15,4,29,7,13,24
2014-06-16T17:39:32.393,JCUBE,1,12,12,0,33,4,45,5,3,12
2014-06-16T17:37:08.682,IMM,2,11,6,5,9,1,4,0,10,11
2014-06-16T17:34:36.782,IMM,2,6,5,1,13,1,50,3,2,6
2014-06-16T17:32:45.989,JEM,2,22,13,9,17,4,3,1,18,22
2014-06-16T17:30:28.27,JCUBE,0,9,1,8,20,2,25,2,5,9
2014-06-16T17:29:54.95,JCUBE,2,9,0,9,25,2,57,5,2,9
2014-06-16T17:28:29.289,IMM,0,5,2,3,4,0,24,1,4,5
2014-06-16T17:25:37.289,JEM,0,313,274,39,18,56,20,63,194,313
2014-06-16T17:24:59.713,JEM,0,5,5,0,0,0,11,1,5,5
2014-06-16T17:24:07.962,IMM,0,444,218,226,15,67,21,93,284,444
2014-06-16T17:23:23.748,JEM,1,10,2,8,30,3,49,5,2,10
2014-06-16T17:21:41.239,JCUBE,0,16,10,6,28,4,1,0,11,16
2014-06-16T17:18:42.084,JCUBE,2,5,2,3,1,0,46,2,3,5
2014-06-16T17:18:09.799,JCUBE,0,10,2,8,8,1,48,5,4,10
2014-06-16T17:15:37.731,IMM,2,5,3,2,24,1,31,2,2,5
2014-06-16T17:13:22.209,JEM,2,5,4,1,16,1,21,1,3,5
2014-06-16T17:03:40.745,WESTGATE,1,5,5,0,2,0,42,2,3,5
2014-06-16T17:02:13.73,JEM,1,11,0,11,2,0,51,6,5,11
2014-06-16T16:58:25.636,JCUBE,0,22,14,8,27,6,9,2,14,22
2014-06-16T16:58:01.353,WESTGATE,0,32,19,13,29,9,13,4,18,32
2014-06-16T16:54:58.968,IMM,0,21,13,8,19,4,31,6,10,21
2014-06-16T16:48:24.777,WESTGATE,0,29,8,21,34,10,38,11,8,29
2014-06-16T16:41:59.489,JCUBE,0,18,3,15,24,4,3,1,13,18
2014-06-16T16:40:04.905,JEM,2,10,1,9,10,1,58,6,3,10
2014-06-16T16:38:03.42,JCUBE,1,5,2,3,22,1,31,2,2,5
2014-06-16T16:34:07.264,IMM,1,8,3,5,16,1,30,2,4,8
2014-06-16T16:31:53.232,WESTGATE,2,7,5,2,40,3,57,4,0,7
2014-06-16T16:27:38.249,IMM,2,13,2,11,4,1,58,7,5,13
2014-06-16T16:27:21.085,JCUBE,1,8,7,1,31,2,39,3,2,8
2014-06-16T16:25:33.532,WESTGATE,2,23,0,23,7,2,12,3,18,23
2014-06-16T16:23:24.229,JCUBE,2,5,4,1,8,0,43,2,3,5
2014-06-16T16:22:13.768,JCUBE,1,5,0,5,4,0,24,1,4,5
2014-06-16T16:19:25.116,WESTGATE,0,7,5,2,15,1,21,1,5,7
2014-06-16T16:17:31.245,JCUBE,2,5,4,1,2,0,47,2,3,5
2014-06-16T16:14:29.685,JEM,1,10,1,9,20,2,15,2,7,10
2014-06-16T16:11:55.932,JCUBE,2,8,5,3,5,0,16,1,6,8
2014-06-16T16:09:11.861,JEM,0,11,8,3,30,3,29,3,5,11
2014-06-16T16:05:16.846,JEM,1,16,6,10,6,1,6,1,14,16
2014-06-16T16:02:02.413,JCUBE,0,8,4,4,14,1,51,4,3,8
2014-06-16T16:00:01.509,JEM,0,5,3,2,28,1,55,3,1,5
2014-06-16T15:56:56.502,IMM,0,17,5,12,28,5,33,6,7,17
2014-06-16T15:54:36.265,WESTGATE,0,9,2,7,5,0,48,4,4,9
2014-06-16T15:51:05.949,JEM,0,5,0,5,40,2,0,0,3,5
2014-06-16T15:48:44.816,IMM,0,8,4,4,27,2,53,4,2,8
2014-06-16T15:46:13.74,JEM,1,12,6,6,38,5,21,3,5,12
2014-06-16T15:44:30.97,WESTGATE,1,5,2,3,13,1,18,1,3,5
2014-06-16T15:43:00.035,IMM,0,5,1,4,23,1,26,1,3,5
2014-06-16T15:39:07.212,JCUBE,0,15,14,1,18,3,9,1,11,15
2014-06-16T15:32:54.449,JCUBE,0,10,4,6,13,1,33,3,5,10
2014-06-16T15:31:10.556,IMM,2,26,4,22,10,3,24,6,17,26
2014-06-16T15:28:26.435,WESTGATE,2,5,0,5,20,1,33,2,2,5
2014-06-16T15:27:26.365,IMM,2,5,1,4,35,2,11,1,3,5
2014-06-16T15:24:43.656,WESTGATE,0,24,17,7,13,3,36,9,12,24
2014-06-16T15:21:55.266,IMM,2,7,3,4,26,2,13,1,4,7
2014-06-16T15:18:39.185,JEM,2,5,2,3,6,0,39,2,3,5
2014-06-16T15:18:04.768,JCUBE,0,14,14,0,34,5,44,6,3,14
2014-06-16T15:16:17.755,IMM,2,5,0,5,6,0,37,2,3,5
2014-06-16T15:13:27.112,JEM,0,5,3,2,26,1,27,1,2,5
2014-06-16T15:12:19.468,JCUBE,1,26,18,8,24,6,9,2,17,26
2014-06-16T15:08:09.462,JEM,2,19,7,12,30,6,58,11,2,19
2014-06-16T15:06:36.791,JCUBE,1,9,2,7,10,1,20,2,6,9
2014-06-16T15:03:26.282,JEM,1,5,5,0,9,0,10,1,4,5
2014-06-16T15:00:41.808,JEM,0,5,0,5,26,1,7,0,3,5
2014-06-16T14:59:15.728,JCUBE,1,21,14,7,25,5,51,11,5,21
2014-06-16T14:56:46.123,WESTGATE,0,12,3,9,5,1,3,0,11,12
2014-06-16T14:54:52.442,JEM,2,7,1,6,38,3,43,3,1,7
2014-06-16T14:52:42.164,IMM,1,5,2,3,36,2,45,2,1,5
2014-06-16T14:50:01.895,JEM,2,5,2,3,36,2,5,0,3,5
2014-06-16T14:47:02.523,WESTGATE,1,20,3,17,39,8,7,1,11,20
2014-06-16T14:45:08.519,JCUBE,2,5,4,1,17,1,26,1,3,5
2014-06-16T14:42:39.52,JEM,0,18,0,18,13,2,22,4,12,18
2014-06-16T14:40:51.796,JEM,0,52,51,1,12,6,13,7,39,52
2014-06-16T14:40:17.752,WESTGATE,1,20,2,18,24,5,31,6,9,20
2014-06-16T14:37:53.13,WESTGATE,1,11,10,1,9,1,36,4,6,11
2014-06-16T14:31:19.083,WESTGATE,1,5,1,4,10,1,5,0,4,5
2014-06-16T14:29:51.685,IMM,0,11,9,2,36,4,38,4,3,11
2014-06-16T14:29:23.489,WESTGATE,2,5,1,4,9,0,60,3,2,5
2014-06-16T14:25:03.23,JEM,0,5,4,1,17,1,39,2,2,5
2014-06-16T14:23:55.902,JEM,0,14,4,10,20,3,52,7,4,14
2014-06-16T14:23:29.727,JEM,0,7,0,7,18,1,11,1,5,7
2014-06-16T14:21:09.647,IMM,1,5,1,4,15,1,36,2,3,5
2014-06-16T14:19:06.915,JEM,0,41,20,21,33,14,25,10,17,41
2014-06-16T14:17:42.905,JCUBE,0,10,10,0,35,4,35,4,3,10
2014-06-16T14:16:16.871,WESTGATE,0,84,49,35,39,33,57,48,3,84
2014-06-16T14:15:39.877,JCUBE,2,21,14,7,24,5,0,0,16,21
2014-06-16T14:14:38.343,JCUBE,1,35,33,2,8,3,51,18,14,35
2014-06-16T14:13:21.116,JCUBE,0,5,5,0,29,1,50,3,1,5
2014-06-16T14:09:00.824,JCUBE,2,5,1,4,11,1,11,1,4,5
2014-06-16T14:07:45.274,WESTGATE,1,9,8,1,10,1,22,2,6,9
2014-06-16T14:03:59.831,IMM,2,21,9,12,11,2,57,12,7,21
2014-06-16T14:03:59.204,WESTGATE,1,5,2,3,12,1,14,1,4,5
2014-06-16T13:58:37.464,WESTGATE,2,11,10,1,36,4,45,5,2,11
2014-06-16T13:56:46.113,WESTGATE,1,14,11,3,35,5,59,8,1,14
2014-06-16T13:52:27.91,JEM,2,11,7,4,26,3,31,3,5,11
2014-06-16T13:50:18.096,IMM,2,13,3,10,34,4,44,6,3,13
2014-06-16T13:45:03.544,IMM,1,5,3,2,23,1,20,1,3,5
2014-06-16T13:43:42.82,JCUBE,2,5,2,3,29,2,21,1,3,5
2014-06-16T13:39:16.179,JCUBE,0,18,9,9,39,7,22,4,7,18
2014-06-16T13:35:54.558,JEM,2,21,11,10,29,6,31,7,9,21
2014-06-16T13:34:31.399,IMM,2,10,1,9,29,3,20,2,5,10
2014-06-16T13:33:03.55,JCUBE,1,5,5,0,27,1,2,0,4,5
2014-06-16T13:31:22.28,WESTGATE,1,20,12,8,27,5,37,7,7,20
2014-06-16T13:30:15.488,IMM,1,9,4,5,40,4,50,4,1,9
2014-06-16T13:29:15.643,IMM,1,16,7,9,6,1,38,6,9,16
2014-06-16T13:24:53.412,IMM,2,13,12,1,32,4,55,7,2,13
2014-06-16T13:21:47.656,JEM,0,29,22,7,10,3,1,0,26,29
2014-06-16T13:20:12.936,IMM,2,5,1,4,11,1,7,0,4,5
2014-06-16T13:17:38.585,JCUBE,2,6,5,1,13,1,12,1,5,6
2014-06-16T13:15:09.475,WESTGATE,0,5,5,0,31,2,22,1,2,5
2014-06-16T13:13:25.289,JEM,1,11,7,4,15,2,7,1,8,11
2014-06-16T13:12:18.207,JEM,0,9,8,1,31,3,37,3,3,9
2014-06-16T13:10:38.854,JEM,0,8,2,6,14,1,12,1,6,8
2014-06-16T13:07:56.694,JCUBE,1,6,2,4,36,2,23,1,2,6
2014-06-16T13:05:48.589,IMM,1,15,8,7,34,5,30,4,5,15
2014-06-16T13:03:03.802,JCUBE,2,9,0,9,15,1,55,5,3,9
2014-06-16T13:02:48.037,IMM,1,12,3,9,25,3,59,7,2,12
2014-06-16T13:00:34.873,JCUBE,0,10,5,5,36,4,3,0,6,10
2014-06-16T12:55:18.626,WESTGATE,1,5,5,0,4,0,58,3,2,5
2014-06-16T12:52:39.08,IMM,1,5,3,2,4,0,44,2,3,5
2014-06-16T12:50:47.088,WESTGATE,0,13,5,8,40,5,26,3,4,13
2014-06-16T12:48:23.593,WESTGATE,2,16,15,1,20,3,6,1,12,16
2014-06-16T12:45:35.552,IMM,2,5,0,5,1,0,58,3,2,5
2014-06-16T12:43:55.13,WESTGATE,0,5,4,1,36,2,30,2,2,5
2014-06-16T12:41:04.494,WESTGATE,2,5,5,0,0,0,19,1,4,5
2014-06-16T12:38:01.397,IMM,2,13,4,9,28,4,5,1,8,13
2014-06-16T12:36:18.91,JEM,0,5,1,4,36,2,58,3,0,5
2014-06-16T12:35:11.207,WESTGATE,1,11,10,1,21,2,49,5,3,11
2014-06-16T12:31:50.078,JCUBE,0,10,0,10,5,1,53,5,4,10
2014-06-16T12:29:56.804,JCUBE,0,8,3,5,18,1,27,2,4,8
2014-06-16T12:27:19.73,JCUBE,1,5,4,1,0,0,48,2,3,5
2014-06-16T12:26:18.127,JEM,2,9,1,8,0,0,13,1,8,9
2014-06-16T12:24:24.423,JEM,0,19,9,10,10,2,13,2,15,19
2014-06-16T12:20:58.705,JCUBE,0,5,0,5,35,2,44,2,1,5
2014-06-16T12:18:32.981,IMM,1,8,1,7,0,0,26,2,6,8
2014-06-16T12:16:18.761,JEM,1,10,5,5,3,0,15,1,8,10
2014-06-16T12:13:10.533,JCUBE,0,7,1,6,17,1,30,2,4,7
2014-06-16T12:11:47.798,JEM,0,10,9,1,32,3,19,2,5,10
2014-06-16T12:09:56.485,JEM,2,5,1,4,8,0,49,2,2,5
2014-06-16T12:07:43.669,WESTGATE,1,5,1,4,4,0,39,2,3,5
2014-06-16T12:05:49.623,IMM,2,8,6,2,4,0,46,4,4,8
2014-06-16T12:03:09.207,JEM,1,5,1,4,20,1,4,0,4,5
2014-06-16T12:01:39.795,WESTGATE,1,126,50,76,16,20,37,47,59,126
2014-06-16T11:59:29.394,WESTGATE,1,6,0,6,3,0,0,0,6,6
2014-06-16T11:59:09.924,JEM,2,5,4,1,36,2,27,1,2,5
2014-06-16T11:57:18.631,IMM,1,20,19,1,38,8,45,9,3,20
2014-06-16T11:55:21.559,WESTGATE,0,6,5,1,14,1,54,3,2,6
2014-06-16T11:53:55.538,WESTGATE,1,10,3,7,30,3,34,3,3,10
2014-06-16T11:51:28.599,JEM,2,11,4,7,10,1,23,3,8,11
2014-06-16T11:49:21.403,IMM,1,5,0,5,15,1,16,1,3,5
2014-06-16T11:47:49.706,JCUBE,1,11,7,4,1,0,46,5,6,11
2014-06-16T11:44:19.222,JEM,2,5,4,1,2,0,45,2,3,5
2014-06-16T11:40:34.952,JCUBE,1,17,13,4,18,3,34,6,8,17
2014-06-16T11:39:05.21,JEM,0,5,0,5,6,0,42,2,3,5
2014-06-16T11:36:52.899,JEM,1,7,1,6,0,0,32,2,5,7
2014-06-16T11:35:38.6,IMM,1,5,1,4,34,2,26,1,2,5
2014-06-16T11:34:05.132,JCUBE,2,7,2,5,10,1,13,1,5,7
2014-06-16T11:30:38.045,JEM,0,14,12,2,27,4,47,6,4,14
2014-06-16T11:28:31.135,WESTGATE,0,36,25,11,36,13,50,18,5,36
2014-06-16T11:24:48.807,IMM,2,5,1,4,38,2,2,0,3,5
2014-06-16T11:21:59.698,IMM,1,8,0,8,12,1,0,0,7,8
2014-06-16T11:18:11.343,JCUBE,1,15,5,10,33,5,0,0,10,15
2014-06-16T11:17:32.144,WESTGATE,0,10,3,7,25,3,44,5,3,10
2014-06-16T11:14:02.621,JEM,2,11,10,1,18,2,24,3,6,11
2014-06-16T11:11:59.851,JCUBE,1,31,26,5,30,9,60,19,3,31
2014-06-16T11:09:14.775,JEM,1,5,5,0,13,1,49,3,2,5
2014-06-16T11:07:34.88,IMM,0,14,4,10,28,4,4,1,10,14
2014-06-16T11:05:12.293,JCUBE,0,10,2,8,19,2,35,3,4,10
2014-06-16T11:04:39.553,JEM,1,12,1,11,24,3,16,2,7,12
2014-06-16T11:03:33.199,JCUBE,2,24,11,13,4,1,12,3,20,24
2014-06-16T11:01:57.441,JCUBE,0,26,8,18,1,0,23,6,20,26
2014-06-16T11:00:02.758,JEM,2,8,5,3,35,3,38,3,2,8
2014-06-16T10:58:12.373,IMM,0,10,2,8,5,0,29,3,6,10
2014-06-16T10:56:37.284,JEM,2,16,15,1,1,0,30,5,11,16
2014-06-16T10:52:55.3,JEM,0,9,2,7,37,3,50,5,1,9
2014-06-16T10:51:06.751,JEM,2,26,5,21,35,9,7,2,15,26
2014-06-16T10:50:10.981,JEM,0,5,3,2,8,0,55,3,2,5
2014-06-16T10:49:40.105,IMM,0,14,7,7,27,4,35,5,5,14
2014-06-16T10:48:35.643,JEM,2,68,11,57,21,14,46,31,22,68
2014-06-16T10:47:49.386,IMM,2,39,10,29,33,13,31,12,14,39
2014-06-16T10:43:41.74,JEM,2,16,1,15,12,2,47,7,7,16
2014-06-16T10:42:09.1,WESTGATE,0,11,11,0,17,2,46,5,4,11
2014-06-16T10:40:04.553,JCUBE,2,7,4,3,19,1,34,3,4,7
2014-06-16T10:38:22.311,JEM,1,5,3,2,28,1,15,1,3,5
2014-06-16T10:36:17.467,IMM,2,12,2,10,4,0,60,7,4,12
2014-06-16T10:35:40.35,IMM,2,5,2,3,34,2,49,3,1,5
2014-06-16T10:33:35.806,IMM,1,5,2,3,20,1,6,0,4,5
2014-06-16T10:25:41.088,WESTGATE,2,7,7,0,9,1,50,4,3,7
2014-06-16T10:23:52.274,JEM,1,27,10,17,8,2,27,7,17,27
2014-06-16T10:22:38.772,IMM,1,10,9,1,9,1,50,5,4,10
2014-06-16T10:22:11.432,JEM,1,20,4,16,5,1,40,8,11,20
2014-06-16T10:17:13.666,IMM,0,5,4,1,17,1,47,2,2,5
2014-06-16T10:15:37.856,IMM,2,11,0,11,19,2,13,1,7,11
2014-06-16T10:14:30.402,JCUBE,1,10,6,4,10,1,56,6,3,10
2014-06-16T10:13:15.157,JEM,2,27,13,14,15,4,12,3,20,27
2014-06-16T10:11:44.332,JEM,2,5,5,0,15,1,7,0,4,5
2014-06-16T10:08:05.393,JCUBE,2,16,0,16,18,3,47,7,5,16
2014-06-16T10:05:33.868,JEM,1,12,0,12,18,2,41,5,5,12
2014-06-16T09:59:46.177,WESTGATE,1,5,3,2,32,2,38,2,2,5
2014-06-16T09:57:33.571,IMM,1,5,1,4,29,1,27,1,2,5
2014-06-16T09:56:18.632,IMM,0,6,1,5,18,1,56,4,2,6
2014-06-16T09:54:48.948,IMM,0,6,0,6,35,2,23,1,3,6
2014-06-16T09:47:50.689,JCUBE,1,5,0,5,21,1,26,1,3,5
2014-06-16T09:42:36.88,JEM,1,18,17,1,37,7,44,8,3,18
2014-06-16T09:41:15.204,JCUBE,0,9,5,4,38,4,26,2,3,9
2014-06-16T09:39:34.692,JEM,1,90,64,26,13,12,7,6,72,90
2014-06-16T09:36:22.675,JEM,2,16,2,14,32,5,58,10,2,16
2014-06-16T09:32:52.413,JCUBE,1,18,17,1,38,7,16,3,8,18
2014-06-16T09:30:52.515,JEM,1,23,6,17,15,3,39,9,11,23
2014-06-16T09:29:35.055,WESTGATE,1,5,3,2,38,2,53,3,0,5
2014-06-16T09:26:54.23,WESTGATE,2,5,2,3,1,0,53,3,2,5
2014-06-16T09:24:04.338,WESTGATE,1,5,5,0,32,2,22,1,2,5
2014-06-16T09:21:29.132,JEM,1,5,4,1,28,1,6,0,3,5
2014-06-16T09:20:26.781,JCUBE,2,14,0,14,14,2,12,2,10,14
2014-06-16T09:18:34.717,JCUBE,1,5,5,0,12,1,25,1,3,5
2014-06-16T09:17:33.414,JEM,0,5,3,2,10,1,46,2,2,5
2014-06-16T09:16:11.734,JCUBE,2,5,0,5,30,2,56,3,1,5
2014-06-16T09:15:32.682,JEM,2,5,0,5,10,1,36,2,3,5
2014-06-16T09:13:26.446,JCUBE,2,29,29,0,35,10,20,6,13,29
2014-06-16T09:11:21.43,IMM,2,13,11,2,1,0,2,0,12,13
2014-06-16T09:11:13.173,JCUBE,2,21,13,8,39,8,26,5,7,21
2014-06-16T09:09:09.135,JEM,1,5,0,5,6,0,2,0,5,5
2014-06-16T09:08:06.339,WESTGATE,2,5,4,1,39,2,44,2,1,5
2014-06-16T09:05:42.795,JEM,1,324,154,170,1,3,44,142,178,324
2014-06-16T09:04:22.154,WESTGATE,2,11,3,8,8,1,26,3,7,11
2014-06-16T09:04:06.871,JCUBE,1,21,1,20,34,7,31,6,7,21
2014-06-16T09:01:04.339,JCUBE,1,7,5,2,22,1,10,1,5,7
2014-06-16T08:59:17.289,WESTGATE,2,22,19,3,6,1,49,11,10,22
2014-06-16T08:56:06.012,JEM,1,5,4,1,6,0,45,2,3,5
2014-06-16T08:52:29.633,JCUBE,2,13,9,4,0,0,29,4,9,13
2014-06-16T08:51:25.472,WESTGATE,0,5,0,5,0,0,51,3,3,5
2014-06-16T08:49:43.258,JEM,2,5,4,1,38,2,30,2,2,5
2014-06-16T08:47:21.704,JCUBE,2,17,4,13,24,4,37,6,6,17
2014-06-16T08:44:09.742,IMM,2,10,8,2,35,3,44,4,2,10
2014-06-16T08:38:54.758,IMM,1,22,1,21,21,5,43,9,8,22
2014-06-16T08:35:35.316,WESTGATE,0,5,1,4,10,1,41,2,2,5
2014-06-16T08:29:05.828,JEM,1,17,10,7,37,6,45,7,3,17
2014-06-16T08:25:25.921,JCUBE,2,23,8,15,30,7,60,14,2,23
2014-06-16T08:24:14.587,JEM,2,30,18,12,31,9,26,8,13,30
2014-06-16T08:23:38.489,JEM,0,0,0,0,18,0,45,0,0,0
2014-06-16T08:21:23.977,WESTGATE,0,19,11,8,20,4,41,8,8,19
2014-06-16T08:17:32.951,IMM,2,8,3,5,16,1,52,4,3,8
2014-06-16T08:15:38.57,IMM,0,15,11,4,37,6,25,4,6,15
2014-06-16T08:13:54.272,JCUBE,0,5,3,2,22,1,26,1,3,5
2014-06-16T08:12:26.779,WESTGATE,2,11,10,1,25,3,3,0,8,11
2014-06-16T08:11:02.741,WESTGATE,2,5,5,0,23,1,43,2,2,5
2014-06-16T08:08:36.259,IMM,1,27,4,23,33,9,2,1,17,27
2014-06-16T08:05:34.464,IMM,2,5,0,5,40,2,8,0,3,5
2014-06-16T08:01:31.801,JCUBE,1,5,5,0,36,2,11,1,3,5
2014-06-16T07:59:36.641,IMM,1,17,11,6,13,2,23,4,11,17
2014-06-16T07:57:41.075,WESTGATE,0,64,61,3,40,26,51,33,6,64
